Success State,Session Length,Player Type,Percentage Robbers Tagged,Times Sped Up,Percentage Diamonds Collected,Times Hidden,Difficulty Evaluation
0,84.77613114760669,0,39.0,10,100.0,0,Easier
0,117.28839297477991,0,20.0,11,100.0,0,Easier
1,45.98110514428855,1,0.0,0,100.0,15,Harder
1,74.67986346393045,1,0.0,0,100.0,15,Harder
1,25.393370950228743,1,0.0,0,100.0,3,Harder
0,172.33412188843408,1,100.0,0,26.0,1,Easier
1,122.09270163524464,0,100.0,7,71.0,0,Easier
1,121.88738468913425,0,100.0,2,49.0,0,Harder
1,21.388679993029953,0,100.0,14,33.0,0,Harder
1,64.81104995400656,1,0.0,0,100.0,1,Harder
1,116.30919200981309,0,100.0,3,71.0,0,Same
1,12.80298107428213,1,0.0,0,100.0,5,Harder
1,111.36393839817732,0,100.0,0,25.0,0,Harder
0,78.24068589425771,1,100.0,0,27.0,9,Easier
1,128.89779603186352,1,0.0,0,100.0,6,Harder
1,167.2957608165814,1,0.0,0,100.0,5,Harder
1,55.43729023953895,0,100.0,4,21.0,0,Harder
1,39.168107849135566,0,100.0,0,49.0,0,Harder
1,86.52515608332024,0,100.0,11,61.0,0,Easier
0,24.97827464508506,1,100.0,0,45.0,1,Easier
1,28.610827930305135,1,0.0,0,100.0,6,Harder
0,51.15380886166767,0,96.0,1,100.0,0,Same
0,125.13089933681057,1,100.0,0,59.0,1,Easier
1,135.13946362056308,0,100.0,8,2.0,0,Harder
1,73.75758055254398,1,0.0,0,100.0,2,Harder
0,131.4133073365573,0,71.0,5,100.0,0,Easier
1,78.39826540626044,0,100.0,11,47.0,0,Same
0,108.43396742244063,1,100.0,0,36.0,7,Easier
0,179.83857102648395,1,100.0,0,23.0,2,Easier
1,153.226324244344,0,100.0,14,41.0,0,Easier
1,11.96125773072876,0,100.0,14,17.0,0,Harder
0,28.775423606727077,1,100.0,0,74.0,1,Same
0,92.10712812080982,1,100.0,0,86.0,10,Easier
1,178.97094027423213,0,100.0,9,36.0,0,Harder
0,28.295101259391085,0,37.0,5,100.0,0,Easier
0,10.701144432716386,1,100.0,0,86.0,15,Easier
0,147.30215998983425,1,100.0,0,77.0,9,Easier
1,6.8485482346697,0,100.0,6,66.0,0,Harder
0,126.00461420652714,0,26.0,6,100.0,0,Easier
1,89.95059318816678,1,0.0,0,100.0,7,Harder
0,95.80018169797779,0,25.0,5,100.0,0,Easier
0,39.64612284031086,0,6.0,8,100.0,0,Easier
0,40.57095174414593,0,41.0,10,100.0,0,Easier
0,148.16576266057686,0,87.0,13,100.0,0,Easier
0,47.109445782069805,0,32.0,10,100.0,0,Easier
0,74.87461003345081,1,100.0,0,87.0,8,Easier
0,87.1081693628807,0,50.0,12,100.0,0,Easier
1,151.85740752748495,0,100.0,10,29.0,0,Same
0,59.73359603121452,1,100.0,0,54.0,11,Easier
0,22.793971282672572,1,100.0,0,24.0,15,Easier
1,5.93678487991566,0,100.0,2,31.0,0,Harder
0,20.922196238114154,1,100.0,0,11.0,1,Easier
0,108.61768192936452,1,100.0,0,87.0,1,Easier
0,148.0585287073885,0,71.0,12,100.0,0,Easier
1,66.60274495027416,1,0.0,0,100.0,3,Harder
0,138.3948963523392,1,100.0,0,57.0,12,Easier
0,137.36951436444073,0,93.0,10,100.0,0,Easier
1,11.495598703647506,1,0.0,0,100.0,3,Harder
1,60.389403871990226,1,0.0,0,100.0,1,Harder
0,164.90622128087315,1,100.0,0,74.0,4,Easier
1,71.55541608053665,1,0.0,0,100.0,11,Harder
1,122.82716708496608,0,100.0,4,33.0,0,Harder
1,23.393304917087093,1,0.0,0,100.0,1,Harder
0,25.833498813875476,0,7.0,1,100.0,0,Easier
1,29.211664504140153,1,0.0,0,100.0,12,Harder
1,175.77975673951798,1,0.0,0,100.0,13,Same
1,18.53446426644225,1,0.0,0,100.0,10,Harder
1,119.62403556850096,0,100.0,7,39.0,0,Harder
1,22.499003886746117,0,100.0,10,89.0,0,Same
1,98.73891281441105,1,0.0,0,100.0,1,Harder
1,32.37064445908233,1,0.0,0,100.0,7,Harder
0,149.51723952990358,1,100.0,0,95.0,3,Easier
0,138.33293111697967,0,45.0,3,100.0,0,Easier
1,167.67803961131293,1,0.0,0,100.0,9,Harder
1,73.38443301597162,0,100.0,1,43.0,0,Harder
0,156.21292014483933,1,100.0,0,26.0,3,Easier
0,79.95033364971172,0,94.0,5,100.0,0,Easier
1,96.70256930091882,1,0.0,0,100.0,1,Harder
0,87.07749399490888,1,100.0,0,30.0,9,Easier
0,25.44642605161736,1,100.0,0,52.0,14,Easier
0,147.15994788170678,1,100.0,0,27.0,0,Easier
1,164.78562340306024,0,100.0,1,14.0,0,Harder
1,50.017617246485095,0,100.0,10,99.0,0,Same
0,132.76369866627286,0,1.0,8,100.0,0,Easier
0,90.6741342130623,1,100.0,0,28.0,5,Easier
0,93.36332252341636,1,100.0,0,61.0,11,Easier
1,136.08971785286812,1,0.0,0,100.0,11,Same
1,79.77856785110622,1,0.0,0,100.0,1,Harder
1,28.260127732819868,1,0.0,0,100.0,0,Harder
0,89.60050564162322,1,100.0,0,74.0,8,Easier
1,23.505577412610595,1,0.0,0,100.0,3,Harder
1,31.7906214986663,1,0.0,0,100.0,14,Harder
1,89.74986466219026,0,100.0,14,37.0,0,Harder
0,174.40250689185717,1,100.0,0,22.0,5,Easier
1,110.693886941677,0,100.0,4,45.0,0,Harder
0,119.6202483057155,1,100.0,0,42.0,15,Easier
0,174.9103265585924,1,100.0,0,4.0,7,Easier
1,3.159303122734325,1,0.0,0,100.0,11,Harder
0,159.9541871454191,0,45.0,11,100.0,0,Easier
1,78.91211768690505,0,100.0,3,75.0,0,Harder
0,101.61018307480035,1,100.0,0,58.0,14,Easier
0,37.58476924907526,1,100.0,0,49.0,1,Easier
1,42.70601075451058,1,0.0,0,100.0,4,Harder
1,100.70214596449567,1,0.0,0,100.0,9,Harder
1,99.69253888751236,1,0.0,0,100.0,11,Same
1,94.35561025507246,0,100.0,5,32.0,0,Harder
1,89.79340749040476,1,0.0,0,100.0,14,Harder
0,138.26716985473985,0,19.0,8,100.0,0,Easier
1,120.76505586008129,1,0.0,0,100.0,14,Same
1,41.78680777149674,0,100.0,9,4.0,0,Harder
0,112.82753848446742,0,53.0,9,100.0,0,Easier
0,98.73580099245441,1,100.0,0,53.0,3,Easier
1,96.32860873209138,0,100.0,0,51.0,0,Harder
0,12.106269640011531,1,100.0,0,96.0,8,Easier
1,89.0251503680203,1,0.0,0,100.0,12,Harder
0,72.71235701516942,0,59.0,6,100.0,0,Easier
0,16.566787942837692,0,80.0,4,100.0,0,Same
0,92.06373432692581,0,88.0,1,100.0,0,Easier
0,133.65165634552787,0,88.0,7,100.0,0,Easier
0,23.319796266751244,1,100.0,0,85.0,2,Same
0,95.31700023528465,0,98.0,13,100.0,0,Easier
0,69.40945422815103,0,57.0,8,100.0,0,Easier
0,86.08191075486627,0,29.0,0,100.0,0,Easier
1,139.7875249345712,1,0.0,0,100.0,2,Harder
0,61.11258062343179,1,100.0,0,33.0,5,Easier
1,14.937291111532055,1,0.0,0,100.0,2,Harder
0,159.5362173322841,0,62.0,5,100.0,0,Easier
0,76.4633428819624,1,100.0,0,75.0,9,Easier
1,139.52696118802686,1,0.0,0,100.0,11,Same
0,91.40864309795668,1,100.0,0,66.0,0,Easier
0,146.369115982293,1,100.0,0,46.0,10,Easier
1,1.0618797193479246,0,100.0,10,0.0,0,Harder
1,93.26526714574743,1,0.0,0,100.0,8,Harder
1,137.37531209650362,1,0.0,0,100.0,0,Harder
1,175.75056592882189,0,100.0,5,64.0,0,Same
1,159.73919928837054,1,0.0,0,100.0,7,Harder
0,160.10261472658274,0,42.0,10,100.0,0,Easier
1,129.75266372666243,1,0.0,0,100.0,5,Harder
1,116.67747360551854,1,0.0,0,100.0,13,Same
0,125.90585587026976,0,28.0,4,100.0,0,Easier
0,37.719355413635704,0,90.0,6,100.0,0,Easier
1,45.34213811234884,0,100.0,0,85.0,0,Harder
0,72.52896485572414,1,100.0,0,20.0,1,Easier
0,69.08816637457886,1,100.0,0,38.0,8,Easier
1,177.81619843582914,1,0.0,0,100.0,6,Harder
0,86.17869104195852,1,100.0,0,43.0,9,Easier
0,45.0732692475739,0,52.0,6,100.0,0,Easier
0,20.41453614857544,0,65.0,7,100.0,0,Easier
1,139.14355112201494,0,100.0,6,2.0,0,Harder
0,132.09097268802591,0,56.0,1,100.0,0,Easier
0,99.05948270716286,0,97.0,13,100.0,0,Easier
1,142.63898946951215,1,0.0,0,100.0,10,Same
1,59.352164792822045,0,100.0,6,46.0,0,Harder
0,48.08150509321261,1,100.0,0,52.0,1,Easier
1,114.45496802217409,0,100.0,10,74.0,0,Easier
1,0.6221354561473769,1,0.0,0,100.0,15,Harder
1,0.031813791006345404,0,100.0,15,7.0,0,Harder
0,43.098550051743786,0,22.0,11,100.0,0,Easier
0,12.247337111672813,0,89.0,8,100.0,0,Easier
1,105.58316843564,0,100.0,5,94.0,0,Same
0,53.82398711778458,0,54.0,2,100.0,0,Easier
1,170.44411735643195,0,100.0,6,35.0,0,Harder
1,109.5872139976816,0,100.0,12,49.0,0,Easier
1,44.49876988556593,0,100.0,10,7.0,0,Harder
1,22.148875117963488,1,0.0,0,100.0,14,Harder
1,13.48127179459138,0,100.0,2,77.0,0,Harder
0,122.54085961275356,0,15.0,10,100.0,0,Easier
1,130.82276569787234,1,0.0,0,100.0,9,Harder
0,16.814155924249434,1,100.0,0,5.0,11,Easier
1,106.57074038512451,0,100.0,0,88.0,0,Same
1,59.99556770366495,0,100.0,8,87.0,0,Harder
0,43.31684824352026,0,98.0,3,100.0,0,Same
1,94.67190390413589,0,100.0,0,73.0,0,Same
1,100.63475349938385,0,100.0,14,18.0,0,Same
1,71.73034936827156,1,0.0,0,100.0,11,Harder
0,43.38660545672313,0,13.0,7,100.0,0,Easier
1,100.29030327003395,1,0.0,0,100.0,10,Same
1,64.02579649028839,0,100.0,5,64.0,0,Harder
0,108.6905343939703,1,100.0,0,23.0,10,Easier
1,82.67157604362387,0,100.0,7,93.0,0,Same
0,53.44131821831594,1,100.0,0,21.0,14,Easier
0,130.87206826679665,0,69.0,8,100.0,0,Easier
1,6.020455996611879,0,100.0,2,98.0,0,Harder
1,68.37030089139598,0,100.0,2,53.0,0,Harder
0,158.2980368493358,1,100.0,0,65.0,0,Easier
1,147.45782661201844,1,0.0,0,100.0,12,Same
1,169.9693377108756,1,0.0,0,100.0,5,Harder
1,113.79985481409403,1,0.0,0,100.0,8,Harder
1,14.519539297320254,1,0.0,0,100.0,3,Harder
1,176.46052407123148,0,100.0,15,60.0,0,Easier
1,174.183296434287,0,100.0,10,59.0,0,Easier
1,82.87346537149809,0,100.0,3,35.0,0,Harder
1,114.90487322751146,0,100.0,13,81.0,0,Easier
1,171.37238708124167,1,0.0,0,100.0,10,Same
0,120.20313767114676,1,100.0,0,89.0,4,Easier
0,5.792951667012289,0,83.0,8,100.0,0,Easier
0,146.25662910606067,0,25.0,3,100.0,0,Easier
0,85.51651580584502,0,51.0,2,100.0,0,Easier
0,45.25211929148674,1,100.0,0,99.0,12,Easier
0,149.02334887148598,0,82.0,0,100.0,0,Easier
0,64.09727839073417,0,2.0,8,100.0,0,Easier
1,86.84343104199611,1,0.0,0,100.0,14,Harder
0,106.64202164360289,0,0.0,4,100.0,0,Easier
0,45.482451439759274,0,90.0,3,100.0,0,Same
1,89.42324124103632,1,0.0,0,100.0,15,Harder
1,118.71891408412104,1,0.0,0,100.0,14,Same
1,111.10964944945734,1,0.0,0,100.0,1,Harder
1,124.99792246905996,0,100.0,12,70.0,0,Easier
0,110.26193862104317,1,100.0,0,37.0,9,Easier
1,57.876682820288735,0,100.0,10,51.0,0,Harder
1,129.04593971196948,0,100.0,2,37.0,0,Harder
0,50.13329960291749,0,68.0,11,100.0,0,Easier
1,136.95857742042077,1,0.0,0,100.0,15,Same
1,47.56551534306456,0,100.0,4,8.0,0,Harder
0,174.39042115229273,0,9.0,15,100.0,0,Easier
1,138.10570204470028,1,0.0,0,100.0,15,Same
0,162.32744452563884,0,8.0,1,100.0,0,Easier
1,92.57164602333734,1,0.0,0,100.0,5,Harder
1,79.4426481255862,1,0.0,0,100.0,5,Harder
0,18.83945472961628,0,82.0,12,100.0,0,Easier
1,65.4365178112283,0,100.0,1,78.0,0,Harder
0,177.44992233533188,1,100.0,0,20.0,5,Easier
0,105.67680662006443,0,80.0,0,100.0,0,Easier
0,76.85664633242288,0,52.0,4,100.0,0,Easier
1,44.259821550581584,0,100.0,6,59.0,0,Harder
0,171.16006937410395,1,100.0,0,29.0,5,Easier
1,74.2546822943743,0,100.0,1,26.0,0,Harder
0,3.0210036883576463,1,100.0,0,70.0,8,Easier
0,88.84478280707816,1,100.0,0,89.0,4,Easier
0,165.33003807787938,1,100.0,0,51.0,5,Easier
1,93.71242092658235,1,0.0,0,100.0,14,Same
0,9.8397230161245,1,100.0,0,12.0,1,Easier
1,8.696982013197815,0,100.0,15,11.0,0,Harder
0,116.30510713326015,0,72.0,2,100.0,0,Easier
0,70.77872388706238,1,100.0,0,91.0,2,Easier
1,135.8153336608903,1,0.0,0,100.0,15,Same
1,47.62588899167732,1,0.0,0,100.0,12,Harder
0,80.45092884052384,1,100.0,0,69.0,7,Easier
1,81.5377357525764,1,0.0,0,100.0,1,Harder
0,50.102539971997544,1,100.0,0,43.0,0,Easier
0,156.67413169898214,0,44.0,7,100.0,0,Easier
0,19.78231091658578,1,100.0,0,61.0,15,Easier
1,66.49337917835388,0,100.0,7,87.0,0,Same
0,65.68799461819327,0,40.0,9,100.0,0,Easier
1,91.30057060753053,0,100.0,8,52.0,0,Same
0,57.60730305070061,1,100.0,0,96.0,13,Easier
1,54.47823625699555,0,100.0,15,18.0,0,Harder
1,149.80746267930158,1,0.0,0,100.0,9,Harder
0,75.61382712678474,1,100.0,0,87.0,1,Easier
0,49.15759700005571,1,100.0,0,96.0,8,Easier
0,156.5739465038388,0,74.0,1,100.0,0,Easier
0,122.39422137595666,1,100.0,0,44.0,2,Easier
1,35.050091217504914,0,100.0,1,50.0,0,Harder
0,53.78777455754248,1,100.0,0,22.0,3,Easier
1,44.28640536290726,1,0.0,0,100.0,4,Harder
1,129.85076469635092,0,100.0,5,21.0,0,Harder
0,101.86061724523161,1,100.0,0,71.0,5,Easier
1,108.83663742516913,1,0.0,0,100.0,12,Same
1,159.01999192777438,0,100.0,4,8.0,0,Harder
0,107.41814934713204,1,100.0,0,99.0,10,Easier
0,60.11929600252534,0,85.0,7,100.0,0,Easier
1,86.4583020075443,0,100.0,11,93.0,0,Easier
0,21.053741642600286,0,41.0,7,100.0,0,Easier
1,108.52035678129475,0,100.0,4,31.0,0,Harder
0,27.440899870297226,0,52.0,1,100.0,0,Easier
0,16.927727042723006,0,46.0,7,100.0,0,Easier
0,174.65715394989206,1,100.0,0,75.0,11,Easier
1,165.22694663110485,1,0.0,0,100.0,6,Harder
1,14.23165085147318,0,100.0,2,51.0,0,Harder
1,23.542944680701858,0,100.0,6,85.0,0,Harder
1,67.85923778133794,0,100.0,11,22.0,0,Harder
1,67.9467615441927,0,100.0,3,30.0,0,Harder
1,3.6409430852420854,0,100.0,9,59.0,0,Harder
0,135.38346240122183,0,67.0,7,100.0,0,Easier
1,77.04175532676103,0,100.0,13,12.0,0,Harder
1,103.11082017555904,0,100.0,8,32.0,0,Harder
1,115.80273723881444,1,0.0,0,100.0,12,Same
0,129.8917098074546,0,44.0,8,100.0,0,Easier
1,68.76260491727902,1,0.0,0,100.0,14,Harder
0,86.15188033922767,0,85.0,15,100.0,0,Easier
1,170.81046825136022,1,0.0,0,100.0,13,Same
1,71.7399375552377,0,100.0,7,40.0,0,Harder
0,4.78493234128802,1,100.0,0,1.0,8,Easier
1,37.453746223668595,0,100.0,6,76.0,0,Harder
1,130.5555332693434,1,0.0,0,100.0,12,Same
1,126.26773659140972,0,100.0,2,7.0,0,Harder
1,119.66772726915458,1,0.0,0,100.0,7,Harder
0,135.89743067054118,1,100.0,0,29.0,12,Easier
0,157.50156820254026,1,100.0,0,81.0,10,Easier
0,161.6732367509231,1,100.0,0,34.0,4,Easier
1,128.0275731225728,0,100.0,15,72.0,0,Easier
1,3.137560672671238,1,0.0,0,100.0,9,Harder
0,124.50833396135444,0,97.0,12,100.0,0,Easier
0,10.957421375310442,0,67.0,14,100.0,0,Easier
0,67.78009531718858,0,17.0,1,100.0,0,Easier
0,91.78674804852783,0,91.0,6,100.0,0,Easier
1,20.61990470816497,1,0.0,0,100.0,3,Harder
0,150.85955542514924,0,87.0,1,100.0,0,Easier
0,60.090458786802024,1,100.0,0,95.0,1,Easier
0,111.20782619453051,0,75.0,11,100.0,0,Easier
0,128.61778346114545,1,100.0,0,19.0,3,Easier
0,66.57979588175682,1,100.0,0,22.0,15,Easier
1,168.84023393373596,0,100.0,14,59.0,0,Easier
0,170.57690822514004,1,100.0,0,81.0,15,Easier
1,174.47156772037135,1,0.0,0,100.0,9,Harder
0,66.86711874422784,1,100.0,0,8.0,1,Easier
0,113.55605544718618,0,31.0,4,100.0,0,Easier
0,73.43777937209441,1,100.0,0,64.0,15,Easier
1,88.98251635589119,1,0.0,0,100.0,15,Harder
0,113.17814561950023,1,100.0,0,19.0,15,Easier
0,71.19128889683567,0,76.0,14,100.0,0,Easier
1,51.04774467771396,0,100.0,2,22.0,0,Harder
0,114.07355867183533,1,100.0,0,60.0,10,Easier
0,12.25188003363315,1,100.0,0,83.0,13,Easier
1,169.07427624683586,0,100.0,6,8.0,0,Harder
0,106.66187965030954,1,100.0,0,54.0,9,Easier
0,84.44277365694394,1,100.0,0,28.0,15,Easier
1,158.16745145360645,0,100.0,9,90.0,0,Easier
0,145.84795955832828,1,100.0,0,89.0,10,Easier
1,119.62965019999369,0,100.0,5,93.0,0,Same
1,45.412537059921995,1,0.0,0,100.0,5,Harder
1,17.467872038141298,1,0.0,0,100.0,4,Harder
0,79.5367889753314,0,16.0,5,100.0,0,Easier
0,151.46744617100416,1,100.0,0,76.0,3,Easier
0,176.2671460109903,0,28.0,4,100.0,0,Easier
0,162.38456074372255,0,3.0,3,100.0,0,Easier
0,116.28735476504998,1,100.0,0,35.0,8,Easier
1,167.13900595940362,1,0.0,0,100.0,11,Same
0,117.51785499187585,0,26.0,4,100.0,0,Easier
1,98.91840926657316,0,100.0,5,9.0,0,Harder
0,152.9236992755412,1,100.0,0,1.0,15,Easier
0,147.50114314643216,1,100.0,0,49.0,4,Easier
0,154.46072760382995,0,73.0,11,100.0,0,Easier
0,40.232622742599425,0,5.0,2,100.0,0,Easier
1,38.954077395887715,1,0.0,0,100.0,2,Harder
0,99.26721588448665,1,100.0,0,77.0,6,Easier
0,54.59812633030331,0,76.0,4,100.0,0,Same
0,99.94987231159357,1,100.0,0,3.0,15,Easier
0,29.237301578191012,1,100.0,0,92.0,13,Easier
0,126.00469133697537,0,20.0,6,100.0,0,Easier
0,95.87645954306835,0,74.0,3,100.0,0,Easier
1,3.6894192590157115,0,100.0,11,3.0,0,Harder
0,4.142418651268869,1,100.0,0,56.0,13,Easier
0,34.170686483831695,0,8.0,2,100.0,0,Easier
0,68.4634205825961,0,33.0,8,100.0,0,Easier
0,66.50756311827216,1,100.0,0,83.0,13,Easier
0,146.51183718184424,1,100.0,0,26.0,5,Easier
1,143.83675528575483,1,0.0,0,100.0,15,Same
0,21.31180613497342,0,58.0,5,100.0,0,Easier
1,66.56181488841915,0,100.0,1,66.0,0,Harder
1,62.27237966232586,1,0.0,0,100.0,15,Harder
0,166.23416282344283,1,100.0,0,1.0,6,Easier
0,41.64780542069907,1,100.0,0,48.0,11,Easier
1,143.11886220992517,1,0.0,0,100.0,1,Harder
1,91.85918213813085,0,100.0,2,45.0,0,Harder
0,108.11726920516622,1,100.0,0,66.0,13,Easier
1,140.01023471396914,0,100.0,11,77.0,0,Easier
1,43.17264929142712,1,0.0,0,100.0,0,Harder
0,116.32540717736089,0,72.0,6,100.0,0,Easier
1,140.56446377697065,0,100.0,13,64.0,0,Easier
0,53.186707515933534,0,93.0,0,100.0,0,Same
0,171.66426808647918,1,100.0,0,25.0,5,Easier
1,96.45580996182072,0,100.0,5,27.0,0,Harder
1,135.33211220887387,0,100.0,11,80.0,0,Easier
0,23.80153435139348,0,85.0,14,100.0,0,Easier
1,55.08823305107358,1,0.0,0,100.0,4,Harder
0,175.36605676074953,1,100.0,0,74.0,13,Easier
1,84.37264298993374,0,100.0,8,23.0,0,Harder
1,15.898825225729764,1,0.0,0,100.0,7,Harder
0,145.2627506820984,0,83.0,14,100.0,0,Easier
1,104.74233475940491,0,100.0,12,86.0,0,Easier
1,149.4264218844162,0,100.0,11,80.0,0,Easier
1,4.416604514050471,1,0.0,0,100.0,15,Harder
1,108.17933754830204,1,0.0,0,100.0,0,Harder
1,151.87696249661758,1,0.0,0,100.0,12,Same
1,91.88026308708942,1,0.0,0,100.0,7,Harder
1,131.45355802723955,0,100.0,11,62.0,0,Easier
1,2.2661440234733243,1,0.0,0,100.0,7,Harder
1,1.957816745992369,0,100.0,2,15.0,0,Harder
0,57.00389761784129,0,82.0,8,100.0,0,Easier
1,93.36123357482144,1,0.0,0,100.0,10,Same
0,128.91221907880967,0,47.0,10,100.0,0,Easier
0,124.13382508133907,0,56.0,8,100.0,0,Easier
1,43.32089990150486,0,100.0,3,35.0,0,Harder
1,170.4992509326733,0,100.0,8,31.0,0,Harder
0,50.848226977428176,1,100.0,0,34.0,5,Easier
1,56.54225800307524,1,0.0,0,100.0,7,Harder
0,167.5887848893683,0,65.0,7,100.0,0,Easier
0,33.01406934219492,1,100.0,0,95.0,11,Easier
1,57.289992185806526,0,100.0,0,8.0,0,Harder
0,105.65273274011238,0,30.0,14,100.0,0,Easier
1,75.84438691617665,0,100.0,7,49.0,0,Harder
1,81.34263354201941,1,0.0,0,100.0,9,Harder
1,64.27219376203637,1,0.0,0,100.0,4,Harder
1,19.483871229244485,0,100.0,4,65.0,0,Harder
0,22.487792628126787,0,59.0,7,100.0,0,Easier
1,3.3305938091737652,0,100.0,13,24.0,0,Harder
1,8.445111526811015,1,0.0,0,100.0,5,Harder
1,93.61315131761772,0,100.0,12,61.0,0,Easier
1,93.87674566103406,1,0.0,0,100.0,13,Same
1,49.814004121433676,1,0.0,0,100.0,12,Harder
0,103.89744721558084,0,2.0,12,100.0,0,Easier
0,17.075638205295924,0,55.0,5,100.0,0,Easier
0,146.51894623852752,1,100.0,0,9.0,1,Easier
1,68.13276603971772,0,100.0,5,94.0,0,Harder
1,141.38365653982655,1,0.0,0,100.0,1,Harder
0,83.88319785537288,0,83.0,5,100.0,0,Easier
1,48.140516528552055,1,0.0,0,100.0,12,Harder
1,50.459440194055375,0,100.0,6,55.0,0,Harder
0,77.11852753142814,1,100.0,0,84.0,8,Easier
1,120.76472098140562,0,100.0,7,59.0,0,Same
0,167.52358032067613,0,71.0,2,100.0,0,Easier
1,179.08072082612304,0,100.0,8,21.0,0,Harder
0,34.6067430896573,0,57.0,2,100.0,0,Easier
1,174.64024916052554,0,100.0,1,53.0,0,Harder
1,159.30519826114494,0,100.0,13,66.0,0,Easier
0,72.39109553608716,0,30.0,2,100.0,0,Easier
1,29.006721468852838,1,0.0,0,100.0,2,Harder
0,72.1863413072309,0,95.0,2,100.0,0,Easier
1,160.62452423260137,0,100.0,2,86.0,0,Same
0,131.2092455838774,0,42.0,9,100.0,0,Easier
0,70.22237948368111,1,100.0,0,33.0,7,Easier
1,126.02044680122886,1,0.0,0,100.0,1,Harder
0,117.85050311144182,1,100.0,0,10.0,15,Easier
0,168.442612982054,1,100.0,0,35.0,8,Easier
1,149.08789618706183,0,100.0,10,29.0,0,Same
0,73.79286566084076,0,81.0,12,100.0,0,Easier
1,63.007312338415296,0,100.0,6,27.0,0,Harder
0,179.9069219515307,0,32.0,12,100.0,0,Easier
1,165.16006096988593,1,0.0,0,100.0,11,Same
0,78.29087395681314,0,37.0,12,100.0,0,Easier
1,13.44398946718053,1,0.0,0,100.0,3,Harder
0,174.5382566383656,0,42.0,0,100.0,0,Easier
1,54.9402279449045,1,0.0,0,100.0,15,Harder
0,93.89435572942685,0,65.0,13,100.0,0,Easier
1,58.893921777116006,0,100.0,8,92.0,0,Harder
1,41.462264861501396,0,100.0,11,40.0,0,Harder
0,131.3163513004926,0,89.0,11,100.0,0,Easier
1,175.11676579069183,1,0.0,0,100.0,5,Harder
0,68.70916087771879,1,100.0,0,48.0,15,Easier
0,80.0984631123866,0,48.0,2,100.0,0,Easier
1,48.321077133578356,1,0.0,0,100.0,4,Harder
0,163.63507831872866,0,75.0,3,100.0,0,Easier
1,36.357516194967346,0,100.0,13,6.0,0,Harder
0,70.26886712802467,1,100.0,0,45.0,7,Easier
1,19.930177074579948,1,0.0,0,100.0,15,Harder
0,152.86557888493033,0,22.0,2,100.0,0,Easier
0,44.744056615022814,0,8.0,1,100.0,0,Easier
1,67.13878157473957,0,100.0,12,76.0,0,Easier
0,83.98845523340104,0,57.0,8,100.0,0,Easier
0,80.95478611059445,1,100.0,0,64.0,6,Easier
0,99.9756912206754,1,100.0,0,96.0,13,Easier
1,109.66312973750817,0,100.0,3,43.0,0,Harder
1,84.81268245904602,0,100.0,8,18.0,0,Harder
0,24.656569783877174,0,73.0,12,100.0,0,Easier
0,79.32131181969001,1,100.0,0,44.0,2,Easier
0,82.54408431506013,1,100.0,0,8.0,14,Easier
1,166.18104514240596,0,100.0,9,57.0,0,Same
1,69.72877541029406,0,100.0,3,87.0,0,Harder
0,30.09889208550932,0,80.0,5,100.0,0,Same
0,87.99410577609476,1,100.0,0,97.0,9,Easier
1,150.89074009697782,0,100.0,13,65.0,0,Easier
1,154.45763965589978,1,0.0,0,100.0,1,Harder
1,173.72013323812342,1,0.0,0,100.0,7,Harder
0,48.55561839165553,0,22.0,5,100.0,0,Easier
1,168.33065143599916,1,0.0,0,100.0,15,Same
0,6.590716580264213,0,33.0,9,100.0,0,Easier
0,123.59341544439266,0,26.0,11,100.0,0,Easier
0,69.10550689573265,0,62.0,13,100.0,0,Easier
0,37.20462918310073,0,27.0,9,100.0,0,Easier
1,83.94694248390515,0,100.0,9,5.0,0,Harder
0,76.45391916045858,1,100.0,0,38.0,3,Easier
0,142.3543867481033,0,78.0,1,100.0,0,Easier
0,27.86215285222951,1,100.0,0,99.0,3,Same
0,15.441503803256671,0,23.0,15,100.0,0,Easier
1,39.269923360349104,0,100.0,12,24.0,0,Harder
1,154.3169226273059,0,100.0,11,31.0,0,Same
1,179.91856135685583,1,0.0,0,100.0,10,Same
0,135.880728473783,1,100.0,0,66.0,11,Easier
0,148.81819277269148,0,51.0,11,100.0,0,Easier
1,165.5869267277296,0,100.0,2,60.0,0,Same
1,58.30147677908722,0,100.0,4,68.0,0,Harder
1,103.2234338509965,1,0.0,0,100.0,15,Same
1,151.35981693738157,1,0.0,0,100.0,11,Same
0,127.82318831967208,1,100.0,0,23.0,11,Easier
0,117.93964302629202,1,100.0,0,16.0,4,Easier
0,166.3618962334891,0,39.0,0,100.0,0,Easier
1,88.03390005441558,0,100.0,7,13.0,0,Harder
1,169.65494221941663,1,0.0,0,100.0,1,Harder
0,27.78039994018095,0,92.0,7,100.0,0,Easier
1,120.2812342996827,1,0.0,0,100.0,3,Harder
1,125.03227144166814,1,0.0,0,100.0,8,Harder
1,85.68327299251723,1,0.0,0,100.0,13,Harder
0,129.1621895103202,0,32.0,0,100.0,0,Easier
1,133.51350720993236,0,100.0,13,69.0,0,Easier
1,9.032154193597329,1,0.0,0,100.0,13,Harder
1,12.45519387859402,0,100.0,4,24.0,0,Harder
1,19.767653440423352,1,0.0,0,100.0,0,Harder
1,18.846984179606356,0,100.0,5,81.0,0,Harder
